id,date,keywords
obama_1_0,2023-03-31 00:00:00,leader work protect tran right lgbtqia community wor
obama_1_1,2023-03-31 00:00:00,transgender day visibility michelle want person america
obama_1_2,2023-03-28 00:00:00,grateful responder volunteer work help impact mississippi tornado
obama_1_3,2023-03-27 00:00:00,fail child guns lead cause death child michelle mourn
obama_1_4,2023-03-23 00:00:00,hope story inspire help protect affordable care act americans continue
obama_1_5,2023-03-23 00:00:00,celebrate anniversary affordable care act surprise folk life
obama_1_6,2023-03-23 00:00:00,know story access health care change life big way small
obama_1_7,2023-03-23 00:00:00,aca provide americans access health care expand medicaid stat
obama_1_8,2023-03-23 00:00:00,year ago sign affordable care act law night aca pass incredibly meani
obama_1_9,2023-03-22 00:00:00,work support generation leader tackle issue
obama_1_10,2023-03-22 00:00:00,important note administration historic step close
obama_1_11,2023-03-22 00:00:00,impact climate change push hard paris agreement time office
obama_1_12,2023-03-22 00:00:00,week climate report ipcc urgent reminder limited window deal clima
obama_1_13,2023-03-21 00:00:00,create voyager scholarship support generation leader look
obama_1_14,2023-03-21 00:00:00,look way help community sign volunteer
obama_1_15,2023-03-21 00:00:00,day early voting wisconsin supreme court election close
obama_1_16,2023-03-19 00:00:00,example smart policy rid unnecessary college degree requirement reduce barrier
obama_1_17,2023-03-17 00:00:00,family happy patricks day
obama_1_18,2023-03-15 00:00:00,good time year marchmadness bracket bust soon pick
obama_1_19,2023-03-15 00:00:00,change start ordinary people decide extraordinary thing listen
obama_1_20,2023-03-15 00:00:00,sign law significant gun safety reform nearly decade congress lets pass univ
obama_1_21,2023-03-13 00:00:00,incredibly proud inspire family movement bring fight als incredibly challenging moment drive change
obama_1_22,2023-03-10 00:00:00,woman history month want share story cary sharika
obama_1_23,2023-03-10 00:00:00,fight fair map
obama_1_24,2023-03-08 00:00:00,international women day read amal clooney work help end child marriage proud work issue create world girl
obama_1_25,2023-03-05 00:00:00,judy heumann dedicate life fight civil right
obama_1_26,2023-03-02 00:00:00,fire ready edith childs understand power single voice word light room campaign stop greenwood recently catch edith retire year public service look
obama_1_27,2024-01-01 00:00:00,real change happen person community connection time emerge leader chicago detroit jackson
obama_1_28,2024-01-01 00:00:00,proud work young man community work sure boy young man reach potential
obama_1_29,2024-01-01 00:00:00,excited announce inspire young people africa asia pacific europe join leaders program proud wait
obama_2_30,2024-01-01 00:00:00,blank year serve administration extraordinary life government academia devote career reduce inequality increase opportunity
obama_2_31,2024-01-01 00:00:00,happy valentines day day feel adventure
obama_2_32,2024-01-01 00:00:00,congratulation kansas city patrick mahomes travis kelce andy reid great super bowl win sustained excellence shout jalen hurts
obama_2_33,2024-01-01 00:00:00,change game year leader court congrats history
obama_2_34,2024-01-01 00:00:00,scale devastation earthquake turkiye syria unimaginable michelle think thousand people affect include syrian refugee resource look help
obama_2_35,2024-01-01 00:00:00,black history month celebration white house folk age come celebrate
obama_2_36,2024-01-01 00:00:00,black history month share experience black americans life shape challenge ultimately strengthen america
obama_2_37,2024-01-01 00:00:00,mourn tyre support family mobilize change learn community reimagine public safety prevent crime injustice
obama_2_38,2024-01-01 00:00:00,vicious unjustified beating tyre nichols ultimate death hand memphis police officer late painful reminder far america fix police street
obama_2_39,2024-01-01 00:00:00,ask jeff zients handle tough challenge fail leadership prove invaluable lead economic team push progressive economic policy know hell serve american people new role
obama_2_40,2024-01-01 00:00:00,easy ron klain outstanding job distribute million vaccine pass bipartisan infrastructure bill ron help promise
obama_2_41,2024-01-01 00:00:00,learn folk sign health insurance affordable care act nov
obama_2_42,2024-01-01 00:00:00,believe young people passionate public service financial aid college exposure travel network need difference sky limit hope apply march
obama_2_43,2024-01-01 00:00:00,excited meet inaugural class voyager scholarship recipient summit year proud announce application second class voyagers open
obama_2_44,2024-01-01 00:00:00,hope join activist sound alarm issue year
obama_2_45,2024-01-01 00:00:00,anniversary roe wade remind progress backward mean recommit protect expand reproductive right family
obama_2_46,2024-01-01 00:00:00,prime minister guide new zealand crisis seize opportunity lead foresight integrity empathy country remarkable leadership
obama_2_47,2024-01-01 00:00:00,proud visit hometown chicago ukrainian community big city special
obama_2_48,2024-01-01 00:00:00,solidify alliance offer guide hand time increase global conflict upheaval grateful president biden vice president harris american people know start
obama_2_49,2024-01-01 00:00:00,time nearly year congress able pass significant gun safety legislation help save life
obama_2_50,2024-01-01 00:00:00,leadership biden harris administration economy add job president biden work aisle rebuild infrastructure invest american manufacturing
obama_2_51,2024-01-01 00:00:00,strengthen affordable care act lower health care cost senior cap cost insulin distribute million free vaccine
obama_2_52,2024-01-01 00:00:00,mark year biden harris administration begin reflect fortunate steady leadership
obama_2_53,2024-01-01 00:00:00,application open new leaders usa program look passionate emerge leader corner country age impact community hope apply february
obama_2_54,2024-01-01 00:00:00,happy birthday day brighter
obama_2_55,2024-01-01 00:00:00,pay tribute extraordinary life legacy king reflect lesson teach thank join lend hand chicago
obama_2_56,2024-01-01 00:00:00,need cover head open enrollment end sunday january
obama_2_57,2024-01-01 00:00:00,ill proud associate program help folk health care need
obama_2_58,2024-01-01 00:00:00,week illinois join state country pass historic gun violence prevention package possible work grassroots organizer survivor family lawmaker channel anguish bold action
obama_2_59,2024-01-01 00:00:00,new humanitarian sponsorship program vulnerable newcomer find safety support
obama_3_60,2024-01-01 00:00:00,nearly people sign coverage affordable care act start open enrollment
obama_3_61,2024-01-01 00:00:00,haven hope time watch descendant important documentary share story descendant clotilda know ship carry enslave folk africa uncover truth past
obama_3_62,2024-01-01 00:00:00,fall visual artist adam davis capture tintype descendant africatown premiere documentary descendant recently inspire clotilda survivor cudjoe lewis
obama_3_63,2024-01-01 00:00:00,lucky grow surround relative
obama_3_64,2024-01-01 00:00:00,entire world stake success brazils democracy reject effort overturn disrupt brazilian people affirm peaceful transfer power cornerstone democracy
obama_3_65,2024-01-01 00:00:00,year ago campaign win iowa caucus ill grateful people organize state build relationship possible recently sit organizer talk time
obama_3_66,2024-01-01 00:00:00,happy new year people world help change community let lot work ill right happy healthy peaceful new year
obama_3_67,2024-01-01 00:00:00,work hopeful future support generation leader strengthen democracy world lot progress year look
obama_3_68,2024-01-01 00:00:00,pele great play beautiful game recognizable athlete world understand power sport bring people thought family love admire
obama_3_69,2024-01-01 00:00:00,michelle send good wish family celebrate kwanzaa holiday season begin week long celebration african american heritage culture folk gather light kinara hope happy kwanzaa
obama_3_70,2024-01-01 00:00:00,michelle send good wish family celebrate kwanzaa holiday season begin week long celebration african american heritage culture folk gather light kinara hope happy kwanzaa
obama_3_71,2024-01-01 00:00:00,michelle send good wish family celebrate kwanzaa holiday season begin week long celebration african american heritage culture folk gather light kinara hope happy kwanzaa
obama_3_72,2024-01-01 00:00:00,merry christmas good holiday season spend time special people life hope wonderful joyful christmas
obama_3_73,2024-01-01 00:00:00,enjoy share end year music playlist
obama_3_74,2024-01-01 00:00:00,great movie year favorite miss
obama_3_75,2024-01-01 00:00:00,look forward share list favorite book movie music book read enjoy year let know book check
obama_3_76,2024-01-01 00:00:00,grow watch franco harris honor know year later extraordinary man field miss thought family steeler nation
obama_3_77,2024-01-01 00:00:00,congrat argentina goat lionel messi amazing world cup victory
obama_3_78,2024-01-01 00:00:00,michelle send warm wish celebrate hanukkah time antisemitism rise world let remember light hope shine brighter hate family chag sameach
obama_3_79,2024-01-01 00:00:00,year family sandy hook unimaginable sorrow channel righteous cause
obama_3_80,2024-01-01 00:00:00,consider december single darkest day presidency news sandy hook elementary devastate visceral blow feel sorrow anger world allow thing happen
obama_3_81,2024-01-01 00:00:00,landmark moment fight equality tribute generation americans example advocacy law change heart mind victory powerful reminder continue perfect union
obama_3_82,2024-01-01 00:00:00,mandate federal recognition sex marriage respect marriage act bring close preserve fundamental right american marry love
obama_3_83,2024-01-01 00:00:00,supreme court recognize constitutional right marriage equality progress come small increment day slow steady effort reward justice arrive thunderbolt day
obama_3_84,2024-01-01 00:00:00,grateful long overdue release brittney griner russian custody kudo administration difficult diplomatic work involve happen look forward brittney home
obama_3_85,2024-01-01 00:00:00,night president join family honor precious child brave adult
obama_3_86,2024-01-01 00:00:00,georgians prove come time vote vote leader fight congratulation
obama_3_87,2024-01-01 00:00:00,vote vote build work people john lewis ann nixon cooper pave way vote build future generation
obama_3_88,2024-01-01 00:00:00,georgia time vote elect sure family friend neighbor vote find polling location
obama_4_89,2024-01-01 00:00:00,affordable health care right privilege haven sure sign health care open enrollment period pick plan work family
obama_4_90,2024-01-01 00:00:00,ask georgian vote reverend warnock know vote tired plan vote
obama_4_91,2024-01-01 00:00:00,hard work god fear community serve leader tell truth stick word treat decency respect hell georgia proud senate
obama_4_92,2024-01-01 00:00:00,georgia deliver simple message vote elect tune
obama_4_93,2024-01-01 00:00:00,georgia involve election chip reach family friend georgia remind vote lets elect
obama_4_94,2024-01-01 00:00:00,georgia lets time need vote send senate find polling place plan vote early
obama_4_95,2024-01-01 00:00:00,michelle start support generation leader pick baton create sustainable change community tuesday ask help work
obama_4_96,2024-01-01 00:00:00,month speak incredible small business leader work south west chicago build presidential center work closely business hope center help boost economic growth city
obama_4_97,2024-01-01 00:00:00,favorite white house tradition tell thanksgiving joke think funny look favorite
obama_4_98,2024-01-01 00:00:00,wish happy thanksgiving celebrate let thank blessing life think brave man woman serve country far home
obama_4_99,2024-01-01 00:00:00,voter state
obama_4_100,2024-01-01 00:00:00,thank ndrc state gerrymander republicans
obama_4_101,2024-01-01 00:00:00,reason balance power house representatives close time decade competitive district play thank work americans vote fair congressional map year
obama_4_102,2024-01-01 00:00:00,reduce gun violence america
obama_4_103,2024-01-01 00:00:00,inspire generation leader
obama_4_104,2024-01-01 00:00:00,eve trans day remembrance lgbtq community colorado springs terrorize gun violence
obama_4_105,2024-01-01 00:00:00,luck world cup michelle incredibly proud accomplish far root way
obama_4_106,2024-01-01 00:00:00,happy birthday lot celebrate day grateful america sit desk
obama_4_107,2024-01-01 00:00:00,chance meet inaugural recipient voyager scholarship michelle brian wait work talented young people year pursue career public service
obama_4_108,2024-01-01 00:00:00,leader work hard tackle tough challenge great join share work
obama_4_109,2024-01-01 00:00:00,happy announce launch new expand leaders united states program come month help young people idealism work michelle proud support young leader work foundation
obama_4_110,2024-01-01 00:00:00,democracy forum bring leader world share idea discuss way strengthen democracy
obama_4_111,2024-01-01 00:00:00,new york city democracyforum leader world discuss strengthen democracy support generation leader work important challenge tune
obama_4_112,2024-01-01 00:00:00,speaker nancy pelosi accomplished legislator american history
obama_4_113,2024-01-01 00:00:00,fight protect daca recipient remain unfinished early year sit group dreamers story speak way strengthen community congress act resolve status
obama_4_114,2024-01-01 00:00:00,good news arizona voter approve ballot initiative dreamer eligible state tuition credit organizer share family story assemble bipartisan coalition supporter
obama_4_115,2024-01-01 00:00:00,rest peace virginia know dancing
obama_4_116,2024-01-01 00:00:00,talent fact fantastic writer new book light carry share tool lesson learn help navigate time uncertainty book want
obama_4_117,2024-01-01 00:00:00,congratulation organizer volunteer south dakota result week work expand medicaid possible million americans access health care
obama_4_118,2024-01-01 00:00:00,push hard aca health care right privilege important testament happen citizen willing grab clipboard signature build coalition bring change
obama_5_119,2024-01-01 00:00:00,week voter south dakota choose expand access medicaid affordable care act possible south dakotans access health care good news state expand medicaid
obama_5_120,2024-01-01 00:00:00,right folk job important step rest need speak dangerous candidate support good vote ballot democracy depend
obama_5_121,2024-01-01 00:00:00,elect secretary state arizona adrians opponent capitol january suggest reject democratic vote future adrian believe vote count hell able happen arizona
obama_5_122,2024-01-01 00:00:00,great job michigans secretary state elect continue sure michiganders vote count election
obama_5_123,2024-01-01 00:00:00,let celebrate democratic candidate nevadas secretary state opponent spread conspiracy theory lie voting machine cisco protect integrity nevadas election
obama_5_124,2024-01-01 00:00:00,emphasize secretary state race matter attention crucial ensure fair election
obama_5_125,2024-01-01 00:00:00,thank proudly serve country uniform family serve owe
obama_5_126,2024-01-01 00:00:00,exciting news speaker join
obama_5_127,2024-01-01 00:00:00,democracy thrive need tell story live difference november join global leader work protect democracy democracyforum
obama_5_128,2024-01-01 00:00:00,election million people cast ballot america fair equal free forward democracy resilient long stay engaged active election
obama_5_129,2024-01-01 00:00:00,sit election plan vote run issue vote question cal
obama_5_130,2024-01-01 00:00:00,midterm election matter let convince vote difference poll vote democrats ballot
obama_5_131,2024-01-01 00:00:00,kind slash burn politic right vote help
obama_5_132,2024-01-01 00:00:00,simple message vote
obama_5_133,2024-01-01 00:00:00,let plan vote
obama_5_134,2024-01-01 00:00:00,democracy ballot want build progress democrats far need voice hear tuesday vote november encourage friend family neighbor join
obama_5_135,2024-01-01 00:00:00,thing change thing stay proud stand
obama_5_136,2024-01-01 00:00:00,fire philadelphia friend sure turn vote election tune live
obama_5_137,2024-01-01 00:00:00,pennsylvania sure vote governor house senate work difference folk plan vote
obama_5_138,2024-01-01 00:00:00,day leave election day tune share important support democratic candidate ballot pennsylvania
obama_5_139,2024-01-01 00:00:00,way democracy strong fight start elect people know understand vote democrats ballot election day
obama_5_140,2024-01-01 00:00:00,break barrier expose young people new pathway success limit accomplish drive idea program look forward young man
obama_5_141,2024-01-01 00:00:00,election set direction country year come important voice hear vote early november plan
obama_5_142,2024-01-01 00:00:00,arizona chance vote candidate work build inclusive hopeful forward look america believe
obama_5_143,2024-01-01 00:00:00,arizona support democratic candidate fight tune
obama_5_144,2024-01-01 00:00:00,pay security life earn republicans congress want cut
obama_5_145,2024-01-01 00:00:00,voice hear thing build country fair equal free
obama_5_146,2024-01-01 00:00:00,anxious frustrated right complain tune let convince vote matter
obama_5_147,2024-01-01 00:00:00,travel nevada support incredible democrats ticket candidate like work fight
obama_5_148,2024-01-01 00:00:00,day leave vote midterm know hear time election important sit place vote difference
obama_6_149,2024-01-01 00:00:00,officially week away election day tune grassroots event support democratic candidate nevada
obama_6_150,2024-01-01 00:00:00,mistake
obama_6_151,2024-01-01 00:00:00,plan vote family friend vote sit election
obama_6_152,2024-01-01 00:00:00,wisconsin great democratic candidate ballot representative senator attorney general lieutenant governor governor
obama_6_153,2024-01-01 00:00:00,power forge different future vote folk ticket
obama_6_154,2024-01-01 00:00:00,milwaukee grassroot event support democratic candidate ballot wisconsin tune plan vote
obama_6_155,2024-01-01 00:00:00,plan vote encourage family friend vote bring poll vote early election day afford complacentnot election let work
obama_6_156,2024-01-01 00:00:00,vote candidate fight congresswoman attorney general secretary state lieutenant governor gilchrist governor
obama_6_157,2024-01-01 00:00:00,way save democracy fight start elect people know care people fight
obama_6_158,2024-01-01 00:00:00,tune option despair option way economy fair fight
obama_6_159,2024-01-01 00:00:00,michigan vote democrats ballot
obama_6_160,2024-01-01 00:00:00,fire detroit sure turn vote democrats ballot watch live
obama_6_161,2024-01-01 00:00:00,plan vote help friend family vote early vote person election day election require single important
obama_6_162,2024-01-01 00:00:00,candidate like care issue care protect basic right strengthen democracy build economy work
obama_6_163,2024-01-01 00:00:00,georgia simple reason ask vote ordinary election stake high vote democratic candidate fight
obama_6_164,2024-01-01 00:00:00,georgia voteearlyday grassroots event atlanta support incredible democratic candidate ballot tune live
obama_6_165,2024-01-01 00:00:00,georgians ready join president senator democratic ticket tune
obama_6_166,2024-01-01 00:00:00,michelle want presidential center provide opportunity young people serve catalyst economic growth city home
obama_6_167,2024-01-01 00:00:00,poll worker help sure voter cast ballot election administer freely fairly election day corner need recruit learn sign
obama_6_168,2024-01-01 00:00:00,proud launch campaign powerful reminder way come sure girl world reach potential learn
obama_6_169,2024-01-01 00:00:00,vote early midterm time vote democrats fight issue care country forward plan
obama_6_170,2024-01-01 00:00:00,mourn passing secretary defense ash carter celebrate leader leave america
obama_6_171,2024-01-01 00:00:00,thank peyton manningcast good watch game couple retire guy forget register vote
obama_6_172,2024-01-01 00:00:00,young people power change direction country vote election climate change reproductive right gun safety
obama_6_173,2024-01-01 00:00:00,film way family survivor reclaim story hope watch netflix
obama_6_174,2024-01-01 00:00:00,descendant powerful documentary share story descendant survivor clotilda believe ship carry enslave africans united states
obama_6_175,2024-01-01 00:00:00,civic duty vote early
obama_6_176,2024-01-01 00:00:00,election day right corner want clear stake fundamental right ballot especially women reproductive right sit election plan vote right
obama_6_177,2024-01-01 00:00:00,great news thank application federal student loan debt relief available million working middle class folk eligible minute apply
obama_7_178,2024-01-01 00:00:00,entrepreneur feel big institution listen presidential center want change set program connect small business leader resource public private sector
obama_7_179,2024-01-01 00:00:00,hear group student chicago don think stop proud group know big thing
obama_7_180,2024-01-01 00:00:00,michelle vote early turn check voter registration update plan vote early election day vote matter
obama_7_181,2024-01-01 00:00:00,sit talk importance voting midterm state democracy abroad progress democrats issue matter listen
obama_7_182,2024-01-01 00:00:00,want democracy function election governors secretaries state candidate ballot protect voting right electoral process seat wield lot power power matter
obama_7_183,2024-01-01 00:00:00,great speak imani austin outstanding youth jobs corps student proof connect young people training meaningful work experience benefit community world
obama_7_184,2024-01-01 00:00:00,congrat confirm successfully asteroid historic dart mission prove humanity stop threatening asteroid need
obama_7_185,2024-01-01 00:00:00,international day girl stand solidarity courageous iranian woman girl inspire world ongoing protest
obama_7_186,2024-01-01 00:00:00,commitment support train generation indigenous woman girl look study science technology engineering math inspire hope moment read story learn work
obama_7_187,2024-01-01 00:00:00,honor contribution indigenous people want moment celebrate mary smith
obama_7_188,2024-01-01 00:00:00,november ill join leader discuss adapt democracy institution new age find
obama_7_189,2024-01-01 00:00:00,time democracy threat world hope potential generation leader excited announce global convening focus idea essential democracy
obama_7_190,2024-01-01 00:00:00,way support folk impact hurricane fiona
obama_7_191,2024-01-01 00:00:00,look way help compile list organization work help impact hurricane ian
obama_7_192,2024-01-01 00:00:00,michelle think affect hurricane ian hurricane fiona grateful responder volunteer help need
obama_7_193,2024-01-01 00:00:00,time meaning america grab new book chronicle day test ultimately good captivate story worth fight antidote cynicism believe
obama_7_194,2024-01-01 00:00:00,miche year sure look exactly know win lottery day
obama_7_195,2024-01-01 00:00:00,happy birthday president carter dedication public service work lift example follow
obama_7_196,2024-01-01 00:00:00,humble response upcoming book tour thelightwecarry add couple new date
obama_7_197,2024-01-01 00:00:00,start south chicago right street build center lesson learn neighborhood end shape life presidential center way pay forward
obama_7_198,2024-01-01 00:00:00,year officially break ground presidential center prouder progress far
obama_7_199,2024-01-01 00:00:00,summer award grant organization work hard difference young boy man color country learn
obama_7_200,2024-01-01 00:00:00,jewish friend family neighbor celebrate start roshhashanah shanah tovah
obama_7_201,2024-01-01 00:00:00,ban books week hope moment appreciate story need tell hope join remind listen
obama_7_202,2024-01-01 00:00:00,owe debt gratitude team brooklyn library help sure reader country access great book
obama_7_203,2024-01-01 00:00:00,grateful people cameron fight censorship texas organize student lead movement eventually distribute challenge ban book
obama_7_204,2024-01-01 00:00:00,thankful leader rebecca scholars iesha sure chicagoans age access powerful literature
obama_7_205,2024-01-01 00:00:00,year celebrate banned books week freedom read people country write thought want share story folk work issue
obama_7_206,2024-01-01 00:00:00,book shape life
obama_7_207,2024-01-01 00:00:00,question answer ballot box
obama_8_208,2024-01-01 00:00:00,week decide want want nation protect woman right nation allow citizen voice hear nation action climate change late
obama_8_209,2024-01-01 00:00:00,voting cornerstone democracy
obama_8_210,2024-01-01 00:00:00,michelle lucky know majesty queen begin navigate life president lady welcome world stage extraordinary generosity thought royal family mourn pass
obama_8_211,2024-01-01 00:00:00,congratulation wnba title fun watch coach team play season
obama_8_212,2024-01-01 00:00:00,article reminder focused government action real difference kid live sure child fair shot
obama_8_213,2024-01-01 00:00:00,inflation reduction act lower cost healthcare prescription drug important step protect planet continue deliver american people
obama_8_214,2024-01-01 00:00:00,michelle proud join announce recipient voyager scholarship support rise college junior pursue career public service wait young people accomplish
obama_8_215,2024-01-01 00:00:00,michelle proud join announce recipient voyagers scholarship support rise college junior pursue career public service wait young people accomplish
obama_8_216,2024-01-01 00:00:00,hear work coach amaker young people harvard build community decide drop meeting thank let honorary member breakfast club
obama_8_217,2024-01-01 00:00:00,week michelle unveil official white house portrait robert mccurdy sharon sprung look reflect moment mean
obama_8_218,2024-01-01 00:00:00,remember nearly life lose september honor memory courage responder man woman uniform continue safe
obama_8_219,2024-01-01 00:00:00,michelle grateful witness majestys dedicated leadership awe legacy tireless dignify public service thought family people united kingdom difficult time
obama_8_220,2024-01-01 00:00:00,future generation portrait robert mccurdy sharon sprung white house hope honest sense michelle hope leave deep understanding remarkable thing
obama_8_221,2024-01-01 00:00:00,want thank robert mccurdy extraordinary work portrait robert know painting public figure love paint people exactly way look process create official white house portrait
obama_8_222,2024-01-01 00:00:00,happening president biden lady host president lady unveiling
obama_8_223,2024-01-01 00:00:00,labor day celebrate work class man woman grit resilience build country economic progress possible raise voice advocate working condition country
obama_8_224,2024-01-01 00:00:00,congratulation serena heart skill intelligence dedication grace athlete inspire people sport
obama_8_225,2024-01-01 00:00:00,young leader scholars hope bright future new scholars work issue climate change mass incarceration gender base violence wait difference
obama_8_226,2024-01-01 00:00:00,work finish need folk actually vote build progress protect democracy plan vote visit learn involve
obama_8_227,2024-01-01 00:00:00,year national democratic redistricting committee organize volunteer activist republicans redrawe electoral map favor work fall voter fair map generation
obama_8_228,2024-01-01 00:00:00,thank voter able choose politician election instead way way celebrate progress hear
obama_8_229,2024-01-01 00:00:00,congratulation hawai cruise fourth little league world series title proud team
obama_8_230,2024-01-01 00:00:00,year ago people country come march washington demand job equ
obama_8_231,2024-01-01 00:00:00,life change news million borrower work pay student loan testament administration activist student debt relief year
obama_8_232,2024-01-01 00:00:00,grateful century public health leader guide century pandemic people touch life fauci glad
obama_8_233,2024-01-01 00:00:00,great way encourage fan vote election day
obama_8_234,2024-01-01 00:00:00,bfd
obama_8_235,2024-01-01 00:00:00,sign poll worker effective thing help sure democracy work
obama_8_236,2024-01-01 00:00:00,midterm come need recruit poll worker willing serve community country poll worker recruitment day partner sure election safe fair efficient
obama_8_237,2024-01-01 00:00:00,lot digest inflation reduction act miss start people medicare save thousand dollar year prescription
obama_9_238,2024-01-01 00:00:00,truth late book battle big lie important read wonder far right traffic lie fight head election season timely
obama_9_239,2024-01-01 00:00:00,thank president biden democrats congress people bill small life long real shot avoid bad impact climate change democrats proud
obama_9_240,2024-01-01 00:00:00,inflation reduction act pass senate major accomplishment reduce inflation lower cost prescription drug happen consequential piece climate legislation american history
obama_9_241,2024-01-01 00:00:00,thank birthday wish touch message folk country work create change hope
obama_9_242,2024-01-01 00:00:00,thank member alumni family generosity help bring incredible project life wait
obama_9_243,2024-01-01 00:00:00,ann dunham water garden special place visitor member community reflect feature incredible new sculpture maya lin work long admire
obama_9_244,2024-01-01 00:00:00,mother ann dunham big influence life help shape person proud share water garden presidential center honor
obama_9_245,2024-01-01 00:00:00,bet joe folk enrol low uninsured rate congress need pass inflation reduction act build progress
obama_9_246,2024-01-01 00:00:00,news proof possible root terrorism war afghanistan hope provide small measure peace family suffer hand qaeda
obama_9_247,2024-01-01 00:00:00,tribute president bidens leadership member intelligence community work decade moment counterterrorism professional able zawahiri single civilian casualty
obama_9_248,2024-01-01 00:00:00,year mastermind terrorist attack osama bin ladens successor leader qaeda ayman zawahiri finally bring justice
obama_9_249,2022-07-31 00:00:00,decade bill endure insult vandalism let stop speak right learn way play way coach way live life michelle send love bills family admire
obama_9_250,2022-07-31 00:00:00,bill know win lead court great champion basketball history civil right trailblazer
obama_9_251,2022-07-31 00:00:00,lose giant tall bill russell stand legacy rise far higher
obama_9_252,2022-07-28 00:00:00,grateful president biden congress democrat republican work deliver american people progress happen happen look
obama_9_253,2022-07-28 00:00:00,president biden democrats congress announce deal fight inflation reduce cost prescription drug cut deficit big investment history boost clean energy tackle climate crisis
obama_9_254,2022-07-28 00:00:00,big week biden administration democrats congress congress track pass bipartisan bill lower cost car consumer good dependent foreign semiconductor
obama_9_255,2022-07-27 00:00:00,wait hear sum podcast travel country highlight extraordinary story americans work build future connection listen spotify
obama_9_256,2022-07-26 00:00:00,year excited share summer playlist learn new artist reply
obama_9_257,2022-07-26 00:00:00,read couple great book year want share favorite far read summer
obama_9_258,2022-07-21 00:00:00,power tell story share truth invite life proud new book light carry wait read
obama_9_259,2022-07-18 00:00:00,ahead mandela day speak talented young people complete leaders africa program work pressing issue continent work find solution prouder
obama_9_260,2022-07-17 00:00:00,john lewis reverend vivian dedicate life fight freedom equality believe remake country live promise follow footstep
obama_9_261,2022-07-12 00:00:00,new space telescope mind blow congratulation possible
obama_9_262,2022-07-08 00:00:00,michelle send deep condolence people japan thought painful moment
obama_9_263,2022-07-08 00:00:00,remember work strengthen alliance experience travel hiroshima pearl harbor grace wife akie abe michelle
obama_9_264,2022-07-08 00:00:00,shock sadden assassination friend longtime partner shinzo abe japan prime minister abe devoted country serve extraordinary alliance united states japan
obama_9_265,2022-07-07 00:00:00,right thousand ukrainian family hop connect american sponsor help rebuild life register sponsor
obama_9_266,2022-07-04 00:00:00,michelle mourn passing clifford alexander extraordinary public servant
obama_9_267,2022-07-04 00:00:00,happy birthday malia matter sophisticated accomplish beautiful gracious young woman
obama_10_268,2022-07-04 00:00:00,happy fourth july celebrate let thank armed force family service country let recommit fight democracy
obama_10_269,2022-06-30 00:00:00,stonewall uprising help galvanize movement lgbtq right progress year testament happen people organize demand change need safeguard lgbtq right expand hard earn victory
obama_10_270,2022-06-30 00:00:00,proud designate stonewall national monument national monument tell story struggle lgbtq right
obama_10_271,2022-06-30 00:00:00,climate change long future try protect child grandchild reality live urgent congress pass climate clean energy investment
obama_10_272,2022-06-30 00:00:00,decision strike blow epas authority regulate power plant emission
obama_10_273,2022-06-30 00:00:00,challenge pose great threat future change climate day feel impact climate change supreme court decision major step backward
obama_10_274,2022-06-29 00:00:00,president chancellor merkel lead crisis wise pragmatism good humor unrelenting moral compass
obama_10_275,2022-06-27 00:00:00,week stop presidential center construction site great dream start come life south meet extraordinary people help build
obama_10_276,2022-06-24 00:00:00,month know day come
obama_10_277,2022-06-24 00:00:00,country state pass bill restrict choice look way respond group sound alarm issue year
obama_10_278,2022-06-24 00:00:00,supreme court reverse nearly year precedent relegate intensely personal decision whim politician ideologue
obama_10_279,2022-06-24 00:00:00,progress straight line todays supreme court decision wrong congress pass bipartisan safer communities act modest real step forward fight thank activist survivor family continue demand action
obama_10_280,2022-06-23 00:00:00,year ago commit woman girl country work congress pass title equal play field words documentary look impact title work
obama_10_281,2022-06-22 00:00:00,michelle start futures series connect young leader trailblazer great impact student south
obama_10_282,2022-06-22 00:00:00,great news parent covid vaccine approve kid appointment ramp able find vaccine pediatrician office pharmacy safe effective
obama_10_283,2022-06-20 00:00:00,world refugee day recognize challenge refugee face honor courage celebrate contribution country like welcome refugee neighbor join
obama_10_284,2022-06-19 00:00:00,happy father day dad father figure celebrate life proud malia sasha dad family designate photographer
obama_10_285,2022-06-19 00:00:00,hope time celebrate learn juneteenth way recognize important day
obama_10_286,2022-06-19 00:00:00,remember dark hour cause hope light let recommit honor fight generation steer country close high ideal
obama_10_287,2022-06-19 00:00:00,juneteenth time commemorate anniversary delay news freedom reach enslaved black folk galveston texas remember struggle freedom reflect far come country
obama_10_288,2022-06-17 00:00:00,championship year leave doubt place nba great dynastie congrats finals mvp steph draymond klay coach kerr rest dub nation sustained excellence
obama_10_289,2022-06-17 00:00:00,congrat win basketball africa league finals inspire countless young people africa world grit determination season exciting game love expand continent
obama_10_290,2022-06-16 00:00:00,need build democracy future
obama_10_291,2022-06-16 00:00:00,protect democracy need fight fair map forefront effort
obama_10_292,2022-06-15 00:00:00,anniversary daca meet inspire young people share story impact daca life work remain support
obama_10_293,2022-06-15 00:00:00,nation continue daca recipient family deserve anniversary daca let redouble effort build commonsense immigration system offer americans pathway citizenship
obama_10_294,2022-06-11 00:00:00,inspire leader meet young people understand future democracy hang balance
obama_10_295,2022-06-11 00:00:00,read speech renew democracy promote inclusive market political participation community building polarizing technology platform
obama_10_296,2022-06-11 00:00:00,willing look squarely shortcoming democracy
